disease_flag,disease_label,phenotype,variant,effect_allele,other_allele,family,analysis_tier,confirmatory_role,panel,metric,region,source,analysis,model,status,n,n_case,n_control,beta_per_A_controls,se_per_A_controls,p_per_A_controls,beta_interaction,se_interaction,p_interaction,beta_per_A_cases_from_interaction,se_per_A_cases_from_interaction,p_per_A_cases_from_interaction,vcov_type,n_case_AA,n_case_AG,n_case_GG,raw_p,minus_log10_raw_p,stratum,beta_per_A,se_per_A,p_per_A
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_ISOVF_corticospinal_tract_left,rs2546890,A,G,replication_mechanistic,replication_mechanistic,replication_support,primary,ISOVF,corticospinal tract (left),basket,interaction,dosage_A_x_disease_flag,ok,33489,286.0,33203.0,0.0031182008072514074,0.0072086724670110255,0.6653354859702655,0.003780795990722719,0.07875616702069495,0.9617114699357893,0.006898996797974127,0.07842564819950021,0.929902136298788,nonrobust,84.0,144.0,58.0,0.9617114699357893,0.016955204271964123,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_ISOVF_corticospinal_tract_right,rs2546890,A,G,replication_mechanistic,replication_mechanistic,replication_support,primary,ISOVF,corticospinal tract (right),basket,interaction,dosage_A_x_disease_flag,ok,33488,286.0,33202.0,0.006184989741772533,0.006976405717347963,0.3753231808109506,-0.001784969424180592,0.07621570746626533,0.9813154170543318,0.004400020317591942,0.07589576111266175,0.9537692710090957,nonrobust,84.0,144.0,58.0,0.9813154170543318,0.008191378074720316,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",free_water_like__tbss__superior_cerebellar_peduncle_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,superior cerebellar peduncle (left),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,0.030363031832516554,0.012772224202370269,0.017446882919812907,0.0023169172809509634,0.13955470271560366,0.9867540559500954,0.03267994911346752,0.13896916031817297,0.8140862065185045,nonrobust,84.0,144.0,58.0,0.9867540559500954,0.005791079806401862,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__body_of_corpus_callosum,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,body of corpus callosum,composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,-0.009031604233066717,0.008043464218920942,0.2615092443842588,0.0014362934857230737,0.08788627885711507,0.9869611407734926,-0.007595310747343644,0.08751752637925604,0.9308420020937533,nonrobust,84.0,144.0,58.0,0.9869611407734926,0.005699946296798596,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__tbss__fornix_cres_stria_terminalis_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,fornix cres+stria terminalis (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,-0.015682787279289165,0.010028709515117785,0.11787655231431993,-0.0013089084654615867,0.10957790536934665,0.9904695640101038,-0.016991695744750752,0.10911813935525425,0.8762559786191779,nonrobust,84.0,144.0,58.0,0.9904695640101038,0.00415886529004885,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__tbss__inferior_cerebellar_peduncle_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,inferior cerebellar peduncle (right),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,-0.019540012921414576,0.011442973397356547,0.08772000775738975,-0.0013642484030679312,0.12503074839183434,0.9912942774881984,-0.020904261324482507,0.12450614547454603,0.8666649906090688,nonrobust,84.0,144.0,58.0,0.9912942774881984,0.0037974008956908906,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",free_water_like__wm__medial_lemniscus_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,medial lemniscus (left),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,-0.009036256974101207,0.01486453618284103,0.5432532236001469,0.0014172342827359719,0.1624161849286003,0.9930378456455481,-0.0076190226913652355,0.16173472052464935,0.9624273169627067,nonrobust,84.0,144.0,58.0,0.9930378456455481,0.0030341998008699476,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",free_water_like__tbss__cerebral_peduncle_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,cerebral peduncle (left),composite,interaction,dosage_A_x_disease_flag,ok,33498,286.0,33212.0,-0.024217558315276458,0.012923781575462088,0.06095629324149508,0.0008267523041642969,0.1412106824268165,0.9953286522839284,-0.02339080601111216,0.14061819188424032,0.8678882907291412,nonrobust,84.0,144.0,58.0,0.9953286522839284,0.0020334938209839427,,,,
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__uncinate_fasciculus_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,uncinate fasciculus (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.0051500967397055605,2.2881846130703214,1.0,-0.37542387463851634,0.1329191564805311,0.0051500967397055605
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__tbss__external_capsule_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,external capsule (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.008426311578216706,2.0743624860828507,1.0,0.4639857644803499,0.1746069002035396,0.008426311578216706
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__superior_cerebellar_peduncle_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,superior cerebellar peduncle (left),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.013271361326203955,1.877084526560204,1.0,0.2684263553298577,0.10755727466606743,0.013271361326203955
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__uncinate_fasciculus_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,uncinate fasciculus (left),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.014039003292115099,1.8526637241221586,1.0,-0.33814788565853104,0.13662010883735637,0.014039003292115099
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__posterior_corona_radiata_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,posterior corona radiata (left),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.015879623167742333,1.7991598078353657,1.0,-0.23688761660167582,0.09750120871203476,0.015879623167742333
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__tbss__external_capsule_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,external capsule (left),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.016202359882125216,1.7904217256336732,1.0,0.3991636254986071,0.16480110784002389,0.016202359882125216
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__wm__medial_lemniscus_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,medial lemniscus (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.019212498440882526,1.7164161547357193,1.0,0.19427974080825305,0.08239461180547272,0.019212498440882526
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__superior_corona_radiata_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,superior corona radiata (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.01973198776719077,1.7048291624498717,1.0,-0.2754720735436554,0.11733440336079243,0.01973198776719077
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",free_water_like__tbss__external_capsule_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,external capsule (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.02105846005439152,1.6765733907161997,1.0,0.4662097692855125,0.2007082971541425,0.02105846005439152
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__wm__inferior_fronto_occipital_fasciculus_rig,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,inferior fronto-occipital fasciculus (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.022199410790987438,1.653658552288942,1.0,0.3627948797516645,0.15756847601885854,0.022199410790987438
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__posterior_corona_radiata_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,posterior corona radiata (left),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.02241532805281261,1.649454900765009,1.0,0.17382116969544129,0.07561688928719965,0.02241532805281261
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_FA_superior_longitudinal_fasciculus_right,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,FA,superior longitudinal fasciculus (right),basket,stratified_case,additive_dosage_within_stratum,ok,285,,,,,,,,,,,,nonrobust,,,,0.024730524859678322,1.6067666664432636,1.0,-0.18732329141058288,0.0828706766189028,0.024730524859678322
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",free_water_like__tbss__external_capsule_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,external capsule (left),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.025917107508783132,1.5864134697409058,1.0,0.4179643924691982,0.1864320617743376,0.025917107508783132
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__superior_cerebellar_peduncle_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,superior cerebellar peduncle (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.026026399770160857,1.5845859036576218,1.0,0.23749445840278455,0.10601246546458497,0.026026399770160857
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__cerebral_peduncle_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,cerebral peduncle (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.02727267959744586,1.564272189626653,1.0,-0.27826550031074326,0.12524823964013773,0.02727267959744586
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_RD_superior_longitudinal_fasciculus_right,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,RD,superior longitudinal fasciculus (right),derived,stratified_case,additive_dosage_within_stratum,ok,284,,,,,,,,,,,,nonrobust,,,,0.029382492618091494,1.5319113642855873,1.0,0.17267323857475653,0.07877206739143176,0.029382492618091494
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",free_water_like__wm__anterior_thalamic_radiation_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,anterior thalamic radiation (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.029418150785068584,1.5313846303536096,1.0,0.3802603865190621,0.1735195922354581,0.029418150785068584
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__wm__superior_longitudinal_fasciculus_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,superior longitudinal fasciculus (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.029543899524993665,1.5295321823342987,1.0,-0.23437909156158765,0.10703504157763563,0.029543899524993665
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__wm__anterior_thalamic_radiation_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,anterior thalamic radiation (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.029602098349508374,1.528677502815624,1.0,0.3619592750483164,0.16535742570735906,0.029602098349508374
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__wm__middle_cerebellar_peduncle,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,middle cerebellar peduncle,composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.0315059747743159,1.501607079052901,1.0,0.29327173347701446,0.13553593547998324,0.0315059747743159
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__superior_longitudinal_fasciculus_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,superior longitudinal fasciculus (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.03153388218080243,1.5012225593531905,1.0,0.18417814465472251,0.085132303243441,0.03153388218080243
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__tbss__anterior_limb_of_internal_capsule_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,anterior limb of internal capsule (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.033900646967817735,1.4697920135411036,1.0,0.4116904634887394,0.19292408485127963,0.033900646967817735
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_TBSS_FA_superior_corona_radiata_right,rs2546890,A,G,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,FA,superior corona radiata (right),basket,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.03579857254687828,1.4461342903218686,1.0,-0.18816611530424868,0.08911230901647155,0.03579857254687828
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",free_water_like__wm__acoustic_radiation_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,acoustic radiation (left),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.03639842472462047,1.4389174116314052,1.0,0.358108235408001,0.17014715110936915,0.03639842472462047
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",free_water_like__wm__inferior_fronto_occipital_fasciculus_rig,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,inferior fronto-occipital fasciculus (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.0367433852361204,1.43482083383208,1.0,0.3551885415732881,0.16907350702945093,0.0367433852361204
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_RD_parahippocampal_part_of_cingulum_left,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,RD,parahippocampal part of cingulum (left),derived,stratified_case,additive_dosage_within_stratum,ok,284,,,,,,,,,,,,nonrobust,,,,0.03792752850585681,1.4210454565653234,1.0,-0.18857055157727665,0.09032308512314247,0.03792752850585681
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__external_capsule_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,external capsule (left),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.03853711273452187,1.414120826536736,1.0,-0.23011404937032282,0.11057923947186392,0.03853711273452187
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_FA_superior_thalamic_radiation_left,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,FA,superior thalamic radiation (left),basket,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.03889550632316619,1.4101005706995617,1.0,-0.18135448275485766,0.08731031853117072,0.03889550632316619
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",roi__anterior_limb_of_internal_capsule_right__PC1,rs2546890,A,G,secondary_roi_pca,secondary_roi_pca,dimension_reduction,secondary,PC1,anterior limb of internal capsule (right),roi_pca,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.040920834631235775,1.3880555168942976,1.0,0.5184437819334061,0.25217936401933694,0.040920834631235775
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__uncinate_fasciculus_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,uncinate fasciculus (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.04186120204772272,1.3781883050179333,1.0,0.231281719179216,0.11302541626148227,0.04186120204772272
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",free_water_like__wm__medial_lemniscus_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,medial lemniscus (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.04646370872293228,1.3328861278629311,1.0,-0.38155123443555566,0.1905934601458425,0.04646370872293228
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",free_water_like__tbss__anterior_limb_of_internal_capsule_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,free_water_like,anterior limb of internal capsule (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.04964489621465084,1.3041253928835443,1.0,0.4118474002110181,0.20870200744804582,0.04964489621465084
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_TBSS_L1_cerebral_peduncle_right,rs2546890,A,G,directional_tensor_context,directional_tensor_context,directional_context,primary,L1,cerebral peduncle (right),basket,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.0500439086339629,1.3006487774784306,1.0,-0.17395864731668031,0.08830809434137733,0.0500439086339629
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_FA_posterior_thalamic_radiation_left,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,FA,posterior thalamic radiation (left),basket,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.05066037192627709,1.2953316261337675,1.0,-0.16083031836132067,0.08186450458702627,0.05066037192627709
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__superior_longitudinal_fasciculus_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,superior longitudinal fasciculus (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.051355473573192686,1.289413261590579,1.0,-0.252432101233913,0.12887971970045675,0.051355473573192686
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_TBSS_FA_posterior_corona_radiata_left,rs2546890,A,G,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,FA,posterior corona radiata (left),basket,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.05226913440609642,1.281754691900883,1.0,-0.18469665307311592,0.09466888975525055,0.05226913440609642
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__wm__middle_cerebellar_peduncle,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,middle cerebellar peduncle,composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.05246073621172358,1.2801656189983233,1.0,-0.18892990660732623,0.096918092004324,0.05246073621172358
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_MD_parahippocampal_part_of_cingulum_left,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,MD,parahippocampal part of cingulum (left),basket,stratified_case,additive_dosage_within_stratum,ok,284,,,,,,,,,,,,nonrobust,,,,0.05260684648024672,1.2789577312246172,1.0,-0.17829369740100925,0.0915148064796639,0.05260684648024672
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_MD_superior_longitudinal_fasciculus_right,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,MD,superior longitudinal fasciculus (right),basket,stratified_case,additive_dosage_within_stratum,ok,284,,,,,,,,,,,,nonrobust,,,,0.05285424472816837,1.2769201287350898,1.0,0.14961680755949455,0.07687645481451041,0.05285424472816837
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__wm__superior_thalamic_radiation_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,superior thalamic radiation (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.05297169032272297,1.2759561685384708,1.0,-0.21337507938428674,0.1096965578305182,0.05297169032272297
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__external_capsule_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,external capsule (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.062235800267349095,1.2059597216458473,1.0,-0.20343181350659684,0.10857284623039458,0.062235800267349095
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_TBSS_FA_superior_corona_radiata_left,rs2546890,A,G,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,FA,superior corona radiata (left),basket,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.06402569153609843,1.1936457220561019,1.0,-0.17251048976154168,0.09270161039728977,0.06402569153609843
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_FA_forceps_major,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,FA,forceps major,basket,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.06523005494341838,1.1855522556701634,1.0,-0.1675547810367611,0.09044804725124764,0.06523005494341838
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_TBSS_ISOVF_superior_corona_radiata_right,rs2546890,A,G,secondary_mechanistic,secondary_mechanistic,mechanistic_support,primary,ISOVF,superior corona radiata (right),basket,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.07038455228477694,1.1525226475857557,1.0,0.14750897481787956,0.08114536255504969,0.07038455228477694
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_weighted_mean_RD_superior_longitudinal_fasciculus_left,rs2546890,A,G,replication_weighted_tensor,replication_weighted_tensor,replication,primary,RD,superior longitudinal fasciculus (left),derived,stratified_case,additive_dosage_within_stratum,ok,285,,,,,,,,,,,,nonrobust,,,,0.07079360559469051,1.1500059680214654,1.0,0.14474350853857262,0.07973913111502705,0.07079360559469051
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__superior_corona_radiata_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,superior corona radiata (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.07303608791667193,1.1364624972714517,1.0,0.14635108762969307,0.08126928982345079,0.07303608791667193
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__external_capsule_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,external capsule (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.0751301701512814,1.1241856275893796,1.0,0.1309038712900351,0.07322345908745394,0.0751301701512814
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",dMRI_TBSS_RD_anterior_corona_radiata_right,rs2546890,A,G,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,RD,anterior corona radiata (right),derived,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.07561010248282327,1.121420173289527,1.0,0.140186976945993,0.0785460363803651,0.07561010248282327
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__wm__superior_thalamic_radiation_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,superior thalamic radiation (left),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.07572250543313944,1.1207750249540662,1.0,0.138368246755247,0.07755700523837455,0.07572250543313944
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",tract_geometry_like__tbss__pontine_crossing_tract,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,tract_geometry_like,pontine crossing tract,composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.07934107061105061,1.1005019435475945,1.0,0.22135285512342925,0.12560448725637932,0.07934107061105061
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",demyelination_like__tbss__anterior_corona_radiata_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,demyelination_like,anterior corona radiata (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.0795031566338477,1.099615627551763,1.0,0.28408613685475814,0.16128941400317034,0.0795031566338477
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__inferior_cerebellar_peduncle_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,inferior cerebellar peduncle (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.08058223660619712,1.0937606826879072,1.0,0.1689707586743475,0.09627875482700059,0.08058223660619712
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__wm__posterior_thalamic_radiation_left,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,posterior thalamic radiation (left),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.08334175383363654,1.0791373645428142,1.0,0.13305137651495116,0.07650398751451729,0.08334175383363654
broad_neurodeg_case,"Broad clinical neurodegeneration, excluding MS definition",axonal_loss_like__tbss__posterior_corona_radiata_right,rs2546890,A,G,secondary_composite,secondary_composite,mechanistic_composite,secondary,axonal_loss_like,posterior corona radiata (right),composite,stratified_case,additive_dosage_within_stratum,ok,286,,,,,,,,,,,,nonrobust,,,,0.08423368629642267,1.0745141929786057,1.0,0.12555034539333984,0.07240069082334723,0.08423368629642267
