field_id,instance,array,basket_col,column_name,description,modality_guess,metric_guess,tract_or_region_guess,panel,transform,include,notes,source,region_priority
25168.0,2,0,f.25168.2.0,dMRI_TBSS_MO_anterior_limb_of_internal_capsule_right,Mean MO in anterior limb of internal capsule on FA skeleton (right),dMRI_TBSS,MO,anterior limb of internal capsule (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25169.0,2,0,f.25169.2.0,dMRI_TBSS_MO_anterior_limb_of_internal_capsule_left,Mean MO in anterior limb of internal capsule on FA skeleton (left),dMRI_TBSS,MO,anterior limb of internal capsule (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25170.0,2,0,f.25170.2.0,dMRI_TBSS_MO_posterior_limb_of_internal_capsule_right,Mean MO in posterior limb of internal capsule on FA skeleton (right),dMRI_TBSS,MO,posterior limb of internal capsule (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25171.0,2,0,f.25171.2.0,dMRI_TBSS_MO_posterior_limb_of_internal_capsule_left,Mean MO in posterior limb of internal capsule on FA skeleton (left),dMRI_TBSS,MO,posterior limb of internal capsule (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25172.0,2,0,f.25172.2.0,dMRI_TBSS_MO_retrolenticular_part_of_internal_capsule_f25172,Mean MO in retrolenticular part of internal capsule on FA skeleton (right),dMRI_TBSS,MO,retrolenticular part of internal capsule (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25173.0,2,0,f.25173.2.0,dMRI_TBSS_MO_retrolenticular_part_of_internal_capsule_f25173,Mean MO in retrolenticular part of internal capsule on FA skeleton (left),dMRI_TBSS,MO,retrolenticular part of internal capsule (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25174.0,2,0,f.25174.2.0,dMRI_TBSS_MO_anterior_corona_radiata_right,Mean MO in anterior corona radiata on FA skeleton (right),dMRI_TBSS,MO,anterior corona radiata (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25175.0,2,0,f.25175.2.0,dMRI_TBSS_MO_anterior_corona_radiata_left,Mean MO in anterior corona radiata on FA skeleton (left),dMRI_TBSS,MO,anterior corona radiata (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25176.0,2,0,f.25176.2.0,dMRI_TBSS_MO_superior_corona_radiata_right,Mean MO in superior corona radiata on FA skeleton (right),dMRI_TBSS,MO,superior corona radiata (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25177.0,2,0,f.25177.2.0,dMRI_TBSS_MO_superior_corona_radiata_left,Mean MO in superior corona radiata on FA skeleton (left),dMRI_TBSS,MO,superior corona radiata (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25178.0,2,0,f.25178.2.0,dMRI_TBSS_MO_posterior_corona_radiata_right,Mean MO in posterior corona radiata on FA skeleton (right),dMRI_TBSS,MO,posterior corona radiata (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25179.0,2,0,f.25179.2.0,dMRI_TBSS_MO_posterior_corona_radiata_left,Mean MO in posterior corona radiata on FA skeleton (left),dMRI_TBSS,MO,posterior corona radiata (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25180.0,2,0,f.25180.2.0,dMRI_TBSS_MO_posterior_thalamic_radiation_right,Mean MO in posterior thalamic radiation on FA skeleton (right),dMRI_TBSS,MO,posterior thalamic radiation (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25181.0,2,0,f.25181.2.0,dMRI_TBSS_MO_posterior_thalamic_radiation_left,Mean MO in posterior thalamic radiation on FA skeleton (left),dMRI_TBSS,MO,posterior thalamic radiation (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25182.0,2,0,f.25182.2.0,dMRI_TBSS_MO_sagittal_stratum_right,Mean MO in sagittal stratum on FA skeleton (right),dMRI_TBSS,MO,sagittal stratum (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25183.0,2,0,f.25183.2.0,dMRI_TBSS_MO_sagittal_stratum_left,Mean MO in sagittal stratum on FA skeleton (left),dMRI_TBSS,MO,sagittal stratum (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25184.0,2,0,f.25184.2.0,dMRI_TBSS_MO_external_capsule_right,Mean MO in external capsule on FA skeleton (right),dMRI_TBSS,MO,external capsule (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25185.0,2,0,f.25185.2.0,dMRI_TBSS_MO_external_capsule_left,Mean MO in external capsule on FA skeleton (left),dMRI_TBSS,MO,external capsule (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25186.0,2,0,f.25186.2.0,dMRI_TBSS_MO_cingulum_cingulate_gyrus_right,Mean MO in cingulum cingulate gyrus on FA skeleton (right),dMRI_TBSS,MO,cingulum cingulate gyrus (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25187.0,2,0,f.25187.2.0,dMRI_TBSS_MO_cingulum_cingulate_gyrus_left,Mean MO in cingulum cingulate gyrus on FA skeleton (left),dMRI_TBSS,MO,cingulum cingulate gyrus (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25188.0,2,0,f.25188.2.0,dMRI_TBSS_MO_cingulum_hippocampus_right,Mean MO in cingulum hippocampus on FA skeleton (right),dMRI_TBSS,MO,cingulum hippocampus (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25189.0,2,0,f.25189.2.0,dMRI_TBSS_MO_cingulum_hippocampus_left,Mean MO in cingulum hippocampus on FA skeleton (left),dMRI_TBSS,MO,cingulum hippocampus (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25190.0,2,0,f.25190.2.0,dMRI_TBSS_MO_fornix_cres_stria_terminalis_right,Mean MO in fornix cres+stria terminalis on FA skeleton (right),dMRI_TBSS,MO,fornix cres+stria terminalis (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25191.0,2,0,f.25191.2.0,dMRI_TBSS_MO_fornix_cres_stria_terminalis_left,Mean MO in fornix cres+stria terminalis on FA skeleton (left),dMRI_TBSS,MO,fornix cres+stria terminalis (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25192.0,2,0,f.25192.2.0,dMRI_TBSS_MO_superior_longitudinal_fasciculus_right,Mean MO in superior longitudinal fasciculus on FA skeleton (right),dMRI_TBSS,MO,superior longitudinal fasciculus (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25193.0,2,0,f.25193.2.0,dMRI_TBSS_MO_superior_longitudinal_fasciculus_left,Mean MO in superior longitudinal fasciculus on FA skeleton (left),dMRI_TBSS,MO,superior longitudinal fasciculus (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,1
25194.0,2,0,f.25194.2.0,dMRI_TBSS_MO_superior_fronto_occipital_fasciculus_rig,Mean MO in superior fronto-occipital fasciculus on FA skeleton (right),dMRI_TBSS,MO,superior fronto-occipital fasciculus (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25195.0,2,0,f.25195.2.0,dMRI_TBSS_MO_superior_fronto_occipital_fasciculus_lef,Mean MO in superior fronto-occipital fasciculus on FA skeleton (left),dMRI_TBSS,MO,superior fronto-occipital fasciculus (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25196.0,2,0,f.25196.2.0,dMRI_TBSS_MO_uncinate_fasciculus_right,Mean MO in uncinate fasciculus on FA skeleton (right),dMRI_TBSS,MO,uncinate fasciculus (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25197.0,2,0,f.25197.2.0,dMRI_TBSS_MO_uncinate_fasciculus_left,Mean MO in uncinate fasciculus on FA skeleton (left),dMRI_TBSS,MO,uncinate fasciculus (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25198.0,2,0,f.25198.2.0,dMRI_TBSS_MO_tapetum_right,Mean MO in tapetum on FA skeleton (right),dMRI_TBSS,MO,tapetum (right),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25199.0,2,0,f.25199.2.0,dMRI_TBSS_MO_tapetum_left,Mean MO in tapetum on FA skeleton (left),dMRI_TBSS,MO,tapetum (left),exploratory,rank_inverse_normal,False,classified_by=dict,basket,0
25200.0,2,0,f.25200.2.0,dMRI_TBSS_L1_middle_cerebellar_peduncle,Mean L1 in middle cerebellar peduncle on FA skeleton,dMRI_TBSS,L1,middle cerebellar peduncle,primary,rank_inverse_normal,True,classified_by=dict,basket,0
25201.0,2,0,f.25201.2.0,dMRI_TBSS_L1_pontine_crossing_tract,Mean L1 in pontine crossing tract on FA skeleton,dMRI_TBSS,L1,pontine crossing tract,primary,rank_inverse_normal,True,classified_by=dict,basket,0
25202.0,2,0,f.25202.2.0,dMRI_TBSS_L1_genu_of_corpus_callosum,Mean L1 in genu of corpus callosum on FA skeleton,dMRI_TBSS,L1,genu of corpus callosum,primary,rank_inverse_normal,True,classified_by=dict,basket,1
25203.0,2,0,f.25203.2.0,dMRI_TBSS_L1_body_of_corpus_callosum,Mean L1 in body of corpus callosum on FA skeleton,dMRI_TBSS,L1,body of corpus callosum,primary,rank_inverse_normal,True,classified_by=dict,basket,1
25204.0,2,0,f.25204.2.0,dMRI_TBSS_L1_splenium_of_corpus_callosum,Mean L1 in splenium of corpus callosum on FA skeleton,dMRI_TBSS,L1,splenium of corpus callosum,primary,rank_inverse_normal,True,classified_by=dict,basket,1
25205.0,2,0,f.25205.2.0,dMRI_TBSS_L1_fornix,Mean L1 in fornix on FA skeleton,dMRI_TBSS,L1,fornix,primary,rank_inverse_normal,True,classified_by=dict,basket,0
25206.0,2,0,f.25206.2.0,dMRI_TBSS_L1_corticospinal_tract_right,Mean L1 in corticospinal tract on FA skeleton (right),dMRI_TBSS,L1,corticospinal tract (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25207.0,2,0,f.25207.2.0,dMRI_TBSS_L1_corticospinal_tract_left,Mean L1 in corticospinal tract on FA skeleton (left),dMRI_TBSS,L1,corticospinal tract (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25208.0,2,0,f.25208.2.0,dMRI_TBSS_L1_medial_lemniscus_right,Mean L1 in medial lemniscus on FA skeleton (right),dMRI_TBSS,L1,medial lemniscus (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25209.0,2,0,f.25209.2.0,dMRI_TBSS_L1_medial_lemniscus_left,Mean L1 in medial lemniscus on FA skeleton (left),dMRI_TBSS,L1,medial lemniscus (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25210.0,2,0,f.25210.2.0,dMRI_TBSS_L1_inferior_cerebellar_peduncle_right,Mean L1 in inferior cerebellar peduncle on FA skeleton (right),dMRI_TBSS,L1,inferior cerebellar peduncle (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25211.0,2,0,f.25211.2.0,dMRI_TBSS_L1_inferior_cerebellar_peduncle_left,Mean L1 in inferior cerebellar peduncle on FA skeleton (left),dMRI_TBSS,L1,inferior cerebellar peduncle (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25212.0,2,0,f.25212.2.0,dMRI_TBSS_L1_superior_cerebellar_peduncle_right,Mean L1 in superior cerebellar peduncle on FA skeleton (right),dMRI_TBSS,L1,superior cerebellar peduncle (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25213.0,2,0,f.25213.2.0,dMRI_TBSS_L1_superior_cerebellar_peduncle_left,Mean L1 in superior cerebellar peduncle on FA skeleton (left),dMRI_TBSS,L1,superior cerebellar peduncle (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25214.0,2,0,f.25214.2.0,dMRI_TBSS_L1_cerebral_peduncle_right,Mean L1 in cerebral peduncle on FA skeleton (right),dMRI_TBSS,L1,cerebral peduncle (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25215.0,2,0,f.25215.2.0,dMRI_TBSS_L1_cerebral_peduncle_left,Mean L1 in cerebral peduncle on FA skeleton (left),dMRI_TBSS,L1,cerebral peduncle (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25216.0,2,0,f.25216.2.0,dMRI_TBSS_L1_anterior_limb_of_internal_capsule_right,Mean L1 in anterior limb of internal capsule on FA skeleton (right),dMRI_TBSS,L1,anterior limb of internal capsule (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25217.0,2,0,f.25217.2.0,dMRI_TBSS_L1_anterior_limb_of_internal_capsule_left,Mean L1 in anterior limb of internal capsule on FA skeleton (left),dMRI_TBSS,L1,anterior limb of internal capsule (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25218.0,2,0,f.25218.2.0,dMRI_TBSS_L1_posterior_limb_of_internal_capsule_right,Mean L1 in posterior limb of internal capsule on FA skeleton (right),dMRI_TBSS,L1,posterior limb of internal capsule (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25219.0,2,0,f.25219.2.0,dMRI_TBSS_L1_posterior_limb_of_internal_capsule_left,Mean L1 in posterior limb of internal capsule on FA skeleton (left),dMRI_TBSS,L1,posterior limb of internal capsule (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25220.0,2,0,f.25220.2.0,dMRI_TBSS_L1_retrolenticular_part_of_internal_capsule_f25220,Mean L1 in retrolenticular part of internal capsule on FA skeleton (right),dMRI_TBSS,L1,retrolenticular part of internal capsule (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25221.0,2,0,f.25221.2.0,dMRI_TBSS_L1_retrolenticular_part_of_internal_capsule_f25221,Mean L1 in retrolenticular part of internal capsule on FA skeleton (left),dMRI_TBSS,L1,retrolenticular part of internal capsule (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25222.0,2,0,f.25222.2.0,dMRI_TBSS_L1_anterior_corona_radiata_right,Mean L1 in anterior corona radiata on FA skeleton (right),dMRI_TBSS,L1,anterior corona radiata (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25223.0,2,0,f.25223.2.0,dMRI_TBSS_L1_anterior_corona_radiata_left,Mean L1 in anterior corona radiata on FA skeleton (left),dMRI_TBSS,L1,anterior corona radiata (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25224.0,2,0,f.25224.2.0,dMRI_TBSS_L1_superior_corona_radiata_right,Mean L1 in superior corona radiata on FA skeleton (right),dMRI_TBSS,L1,superior corona radiata (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25225.0,2,0,f.25225.2.0,dMRI_TBSS_L1_superior_corona_radiata_left,Mean L1 in superior corona radiata on FA skeleton (left),dMRI_TBSS,L1,superior corona radiata (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25226.0,2,0,f.25226.2.0,dMRI_TBSS_L1_posterior_corona_radiata_right,Mean L1 in posterior corona radiata on FA skeleton (right),dMRI_TBSS,L1,posterior corona radiata (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25227.0,2,0,f.25227.2.0,dMRI_TBSS_L1_posterior_corona_radiata_left,Mean L1 in posterior corona radiata on FA skeleton (left),dMRI_TBSS,L1,posterior corona radiata (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25228.0,2,0,f.25228.2.0,dMRI_TBSS_L1_posterior_thalamic_radiation_right,Mean L1 in posterior thalamic radiation on FA skeleton (right),dMRI_TBSS,L1,posterior thalamic radiation (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25229.0,2,0,f.25229.2.0,dMRI_TBSS_L1_posterior_thalamic_radiation_left,Mean L1 in posterior thalamic radiation on FA skeleton (left),dMRI_TBSS,L1,posterior thalamic radiation (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25230.0,2,0,f.25230.2.0,dMRI_TBSS_L1_sagittal_stratum_right,Mean L1 in sagittal stratum on FA skeleton (right),dMRI_TBSS,L1,sagittal stratum (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25231.0,2,0,f.25231.2.0,dMRI_TBSS_L1_sagittal_stratum_left,Mean L1 in sagittal stratum on FA skeleton (left),dMRI_TBSS,L1,sagittal stratum (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25232.0,2,0,f.25232.2.0,dMRI_TBSS_L1_external_capsule_right,Mean L1 in external capsule on FA skeleton (right),dMRI_TBSS,L1,external capsule (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25233.0,2,0,f.25233.2.0,dMRI_TBSS_L1_external_capsule_left,Mean L1 in external capsule on FA skeleton (left),dMRI_TBSS,L1,external capsule (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25234.0,2,0,f.25234.2.0,dMRI_TBSS_L1_cingulum_cingulate_gyrus_right,Mean L1 in cingulum cingulate gyrus on FA skeleton (right),dMRI_TBSS,L1,cingulum cingulate gyrus (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25235.0,2,0,f.25235.2.0,dMRI_TBSS_L1_cingulum_cingulate_gyrus_left,Mean L1 in cingulum cingulate gyrus on FA skeleton (left),dMRI_TBSS,L1,cingulum cingulate gyrus (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25236.0,2,0,f.25236.2.0,dMRI_TBSS_L1_cingulum_hippocampus_right,Mean L1 in cingulum hippocampus on FA skeleton (right),dMRI_TBSS,L1,cingulum hippocampus (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25237.0,2,0,f.25237.2.0,dMRI_TBSS_L1_cingulum_hippocampus_left,Mean L1 in cingulum hippocampus on FA skeleton (left),dMRI_TBSS,L1,cingulum hippocampus (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25238.0,2,0,f.25238.2.0,dMRI_TBSS_L1_fornix_cres_stria_terminalis_right,Mean L1 in fornix cres+stria terminalis on FA skeleton (right),dMRI_TBSS,L1,fornix cres+stria terminalis (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25239.0,2,0,f.25239.2.0,dMRI_TBSS_L1_fornix_cres_stria_terminalis_left,Mean L1 in fornix cres+stria terminalis on FA skeleton (left),dMRI_TBSS,L1,fornix cres+stria terminalis (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25240.0,2,0,f.25240.2.0,dMRI_TBSS_L1_superior_longitudinal_fasciculus_right,Mean L1 in superior longitudinal fasciculus on FA skeleton (right),dMRI_TBSS,L1,superior longitudinal fasciculus (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25241.0,2,0,f.25241.2.0,dMRI_TBSS_L1_superior_longitudinal_fasciculus_left,Mean L1 in superior longitudinal fasciculus on FA skeleton (left),dMRI_TBSS,L1,superior longitudinal fasciculus (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25242.0,2,0,f.25242.2.0,dMRI_TBSS_L1_superior_fronto_occipital_fasciculus_rig,Mean L1 in superior fronto-occipital fasciculus on FA skeleton (right),dMRI_TBSS,L1,superior fronto-occipital fasciculus (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25243.0,2,0,f.25243.2.0,dMRI_TBSS_L1_superior_fronto_occipital_fasciculus_lef,Mean L1 in superior fronto-occipital fasciculus on FA skeleton (left),dMRI_TBSS,L1,superior fronto-occipital fasciculus (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25244.0,2,0,f.25244.2.0,dMRI_TBSS_L1_uncinate_fasciculus_right,Mean L1 in uncinate fasciculus on FA skeleton (right),dMRI_TBSS,L1,uncinate fasciculus (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25245.0,2,0,f.25245.2.0,dMRI_TBSS_L1_uncinate_fasciculus_left,Mean L1 in uncinate fasciculus on FA skeleton (left),dMRI_TBSS,L1,uncinate fasciculus (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25246.0,2,0,f.25246.2.0,dMRI_TBSS_L1_tapetum_right,Mean L1 in tapetum on FA skeleton (right),dMRI_TBSS,L1,tapetum (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25247.0,2,0,f.25247.2.0,dMRI_TBSS_L1_tapetum_left,Mean L1 in tapetum on FA skeleton (left),dMRI_TBSS,L1,tapetum (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25248.0,2,0,f.25248.2.0,dMRI_TBSS_L2_middle_cerebellar_peduncle,Mean L2 in middle cerebellar peduncle on FA skeleton,dMRI_TBSS,L2,middle cerebellar peduncle,primary,rank_inverse_normal,True,classified_by=dict,basket,0
25249.0,2,0,f.25249.2.0,dMRI_TBSS_L2_pontine_crossing_tract,Mean L2 in pontine crossing tract on FA skeleton,dMRI_TBSS,L2,pontine crossing tract,primary,rank_inverse_normal,True,classified_by=dict,basket,0
25250.0,2,0,f.25250.2.0,dMRI_TBSS_L2_genu_of_corpus_callosum,Mean L2 in genu of corpus callosum on FA skeleton,dMRI_TBSS,L2,genu of corpus callosum,primary,rank_inverse_normal,True,classified_by=dict,basket,1
25251.0,2,0,f.25251.2.0,dMRI_TBSS_L2_body_of_corpus_callosum,Mean L2 in body of corpus callosum on FA skeleton,dMRI_TBSS,L2,body of corpus callosum,primary,rank_inverse_normal,True,classified_by=dict,basket,1
25252.0,2,0,f.25252.2.0,dMRI_TBSS_L2_splenium_of_corpus_callosum,Mean L2 in splenium of corpus callosum on FA skeleton,dMRI_TBSS,L2,splenium of corpus callosum,primary,rank_inverse_normal,True,classified_by=dict,basket,1
25253.0,2,0,f.25253.2.0,dMRI_TBSS_L2_fornix,Mean L2 in fornix on FA skeleton,dMRI_TBSS,L2,fornix,primary,rank_inverse_normal,True,classified_by=dict,basket,0
25254.0,2,0,f.25254.2.0,dMRI_TBSS_L2_corticospinal_tract_right,Mean L2 in corticospinal tract on FA skeleton (right),dMRI_TBSS,L2,corticospinal tract (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25255.0,2,0,f.25255.2.0,dMRI_TBSS_L2_corticospinal_tract_left,Mean L2 in corticospinal tract on FA skeleton (left),dMRI_TBSS,L2,corticospinal tract (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25256.0,2,0,f.25256.2.0,dMRI_TBSS_L2_medial_lemniscus_right,Mean L2 in medial lemniscus on FA skeleton (right),dMRI_TBSS,L2,medial lemniscus (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25257.0,2,0,f.25257.2.0,dMRI_TBSS_L2_medial_lemniscus_left,Mean L2 in medial lemniscus on FA skeleton (left),dMRI_TBSS,L2,medial lemniscus (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25258.0,2,0,f.25258.2.0,dMRI_TBSS_L2_inferior_cerebellar_peduncle_right,Mean L2 in inferior cerebellar peduncle on FA skeleton (right),dMRI_TBSS,L2,inferior cerebellar peduncle (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25259.0,2,0,f.25259.2.0,dMRI_TBSS_L2_inferior_cerebellar_peduncle_left,Mean L2 in inferior cerebellar peduncle on FA skeleton (left),dMRI_TBSS,L2,inferior cerebellar peduncle (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25260.0,2,0,f.25260.2.0,dMRI_TBSS_L2_superior_cerebellar_peduncle_right,Mean L2 in superior cerebellar peduncle on FA skeleton (right),dMRI_TBSS,L2,superior cerebellar peduncle (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25261.0,2,0,f.25261.2.0,dMRI_TBSS_L2_superior_cerebellar_peduncle_left,Mean L2 in superior cerebellar peduncle on FA skeleton (left),dMRI_TBSS,L2,superior cerebellar peduncle (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25262.0,2,0,f.25262.2.0,dMRI_TBSS_L2_cerebral_peduncle_right,Mean L2 in cerebral peduncle on FA skeleton (right),dMRI_TBSS,L2,cerebral peduncle (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25263.0,2,0,f.25263.2.0,dMRI_TBSS_L2_cerebral_peduncle_left,Mean L2 in cerebral peduncle on FA skeleton (left),dMRI_TBSS,L2,cerebral peduncle (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25264.0,2,0,f.25264.2.0,dMRI_TBSS_L2_anterior_limb_of_internal_capsule_right,Mean L2 in anterior limb of internal capsule on FA skeleton (right),dMRI_TBSS,L2,anterior limb of internal capsule (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25265.0,2,0,f.25265.2.0,dMRI_TBSS_L2_anterior_limb_of_internal_capsule_left,Mean L2 in anterior limb of internal capsule on FA skeleton (left),dMRI_TBSS,L2,anterior limb of internal capsule (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25266.0,2,0,f.25266.2.0,dMRI_TBSS_L2_posterior_limb_of_internal_capsule_right,Mean L2 in posterior limb of internal capsule on FA skeleton (right),dMRI_TBSS,L2,posterior limb of internal capsule (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25267.0,2,0,f.25267.2.0,dMRI_TBSS_L2_posterior_limb_of_internal_capsule_left,Mean L2 in posterior limb of internal capsule on FA skeleton (left),dMRI_TBSS,L2,posterior limb of internal capsule (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25268.0,2,0,f.25268.2.0,dMRI_TBSS_L2_retrolenticular_part_of_internal_capsule_f25268,Mean L2 in retrolenticular part of internal capsule on FA skeleton (right),dMRI_TBSS,L2,retrolenticular part of internal capsule (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25269.0,2,0,f.25269.2.0,dMRI_TBSS_L2_retrolenticular_part_of_internal_capsule_f25269,Mean L2 in retrolenticular part of internal capsule on FA skeleton (left),dMRI_TBSS,L2,retrolenticular part of internal capsule (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25270.0,2,0,f.25270.2.0,dMRI_TBSS_L2_anterior_corona_radiata_right,Mean L2 in anterior corona radiata on FA skeleton (right),dMRI_TBSS,L2,anterior corona radiata (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25271.0,2,0,f.25271.2.0,dMRI_TBSS_L2_anterior_corona_radiata_left,Mean L2 in anterior corona radiata on FA skeleton (left),dMRI_TBSS,L2,anterior corona radiata (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25272.0,2,0,f.25272.2.0,dMRI_TBSS_L2_superior_corona_radiata_right,Mean L2 in superior corona radiata on FA skeleton (right),dMRI_TBSS,L2,superior corona radiata (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25273.0,2,0,f.25273.2.0,dMRI_TBSS_L2_superior_corona_radiata_left,Mean L2 in superior corona radiata on FA skeleton (left),dMRI_TBSS,L2,superior corona radiata (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25274.0,2,0,f.25274.2.0,dMRI_TBSS_L2_posterior_corona_radiata_right,Mean L2 in posterior corona radiata on FA skeleton (right),dMRI_TBSS,L2,posterior corona radiata (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25275.0,2,0,f.25275.2.0,dMRI_TBSS_L2_posterior_corona_radiata_left,Mean L2 in posterior corona radiata on FA skeleton (left),dMRI_TBSS,L2,posterior corona radiata (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25276.0,2,0,f.25276.2.0,dMRI_TBSS_L2_posterior_thalamic_radiation_right,Mean L2 in posterior thalamic radiation on FA skeleton (right),dMRI_TBSS,L2,posterior thalamic radiation (right),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25277.0,2,0,f.25277.2.0,dMRI_TBSS_L2_posterior_thalamic_radiation_left,Mean L2 in posterior thalamic radiation on FA skeleton (left),dMRI_TBSS,L2,posterior thalamic radiation (left),primary,rank_inverse_normal,True,classified_by=dict,basket,1
25278.0,2,0,f.25278.2.0,dMRI_TBSS_L2_sagittal_stratum_right,Mean L2 in sagittal stratum on FA skeleton (right),dMRI_TBSS,L2,sagittal stratum (right),primary,rank_inverse_normal,True,classified_by=dict,basket,0
25279.0,2,0,f.25279.2.0,dMRI_TBSS_L2_sagittal_stratum_left,Mean L2 in sagittal stratum on FA skeleton (left),dMRI_TBSS,L2,sagittal stratum (left),primary,rank_inverse_normal,True,classified_by=dict,basket,0
